name	loc_col
Salia	(0, 5, 'LOC')
Saleen Harbour	(0, 14, 'LOC')
Saleen	(0, 6, 'LOC')
Saivnose River	(0, 14, 'LOC')
Saint Thomas Island	(0, 19, 'LOC')
Saint Stephens Green Park	(0, 25, 'LOC')
Saints Island	(0, 13, 'LOC')
Patrickswell	(0, 12, 'LOC')
Saint Patricks Island	(0, 21, 'LOC')
Saint Mullins	(0, 13, 'LOC')
Saint Margarets House	(0, 21, 'LOC')
Saint Macdaras Island	(0, 21, 'LOC')
St Johnston	(0, 11, 'LOC')
Saint Johns Port	(0, 16, 'LOC')
Saint John’s Point	(0, 18, 'LOC')
Saint Johns Lough	(0, 17, 'LOC')
Saint Johns House	(0, 17, 'LOC')
Saint Finans Bay	(0, 16, 'LOC')
Saint Edmonds	(0, 13, 'LOC')
Saint Doolaghs	(0, 14, 'LOC')
Saint Clerans	(0, 13, 'LOC')
Saint Catherines	(0, 16, 'LOC')
Saint Brendans House	(0, 20, 'LOC')
Saint Brendans	(0, 14, 'LOC')
Saint Anns Wells	(0, 16, 'LOC')
Saint Anns Hill	(0, 15, 'LOC')
Saggart	(0, 7, 'LOC')
Safe Harbour	(0, 12, 'LOC')
Saddle Hill	(0, 11, 'LOC')
Saddle Head	(0, 11, 'LOC')
Ryves Castle	(0, 12, 'LOC')
Ryndville	(0, 9, 'LOC')
Rylane Cross	(0, 12, 'LOC')
Rye Water	(0, 9, 'LOC')
Ryehill	(0, 7, 'LOC')
Ryefield	(0, 8, 'LOC')
Rutland Island	(0, 14, 'LOC')
Russborough House	(0, 17, 'LOC')
Rushin House	(0, 12, 'LOC')
Slieve Rushen	(0, 13, 'LOC')
Rushbrooke	(0, 10, 'LOC')
An Ros	(0, 6, 'LOC')
Runnamoat House	(0, 15, 'LOC')
Rue Point	(0, 9, 'LOC')
Ruan	(0, 4, 'LOC')
Royaloak	(0, 8, 'LOC')
Royal Canal	(0, 11, 'LOC')
Roy	(0, 3, 'LOC')
Roxborough House	(0, 16, 'LOC')
Roxborough	(0, 10, 'LOC')
Rowls Aldworth	(0, 14, 'LOC')
Roundstone	(0, 10, 'LOC')
Roundfort	(0, 9, 'LOC')
Roughty River	(0, 13, 'LOC')
Rough Point	(0, 11, 'LOC')
Rosturk	(0, 7, 'LOC')
Rostellan	(0, 9, 'LOC')
Ross West	(0, 9, 'LOC')
Rosstemple Station	(0, 18, 'LOC')
Ross Port	(0, 9, 'LOC')
Ross Point	(0, 10, 'LOC')
Rossow River	(0, 12, 'LOC')
Rossnowlagh Upper	(0, 17, 'LOC')
Rossnowlagh Station	(0, 19, 'LOC')
Rossnowlagh Lower	(0, 17, 'LOC')
Rosnalee	(0, 8, 'LOC')
Rosnakill	(0, 9, 'LOC')
Rossmore Island	(0, 15, 'LOC')
Rossmore House	(0, 14, 'LOC')
Rossmore Castle	(0, 15, 'LOC')
Rossmore	(0, 8, 'LOC')
Ross Lodge	(0, 10, 'LOC')
Rosslare Strand	(0, 15, 'LOC')
Rosslare Point	(0, 14, 'LOC')
Rosslare House	(0, 14, 'LOC')
Rosslare Harbour	(0, 16, 'LOC')
Rosslare Bay	(0, 12, 'LOC')
Rosslare	(0, 8, 'LOC')
Ross Lake	(0, 9, 'LOC')
Rossinver	(0, 9, 'LOC')
Rossinan	(0, 8, 'LOC')
Ross House	(0, 10, 'LOC')
Rosshill Lodge	(0, 14, 'LOC')
Rosses Point	(0, 12, 'LOC')
The Rosses	(0, 10, 'LOC')
Rossenarra House	(0, 16, 'LOC')
Rossduff	(0, 8, 'LOC')
Rossdohan Island	(0, 16, 'LOC')
Ross Cross Roads	(0, 16, 'LOC')
Rosscarbery Bay	(0, 15, 'LOC')
Ross Carbery	(0, 12, 'LOC')
Rossbrin	(0, 8, 'LOC')
Rossbehy Point	(0, 14, 'LOC')
Rossbehy Creek	(0, 14, 'LOC')
Ross Bay	(0, 8, 'LOC')
Rossan Point	(0, 12, 'LOC')
Castle Ross	(0, 11, 'LOC')
Ross	(0, 4, 'LOC')
Rosroe Lough	(0, 12, 'LOC')
Rosmult	(0, 7, 'LOC')
Rosmuck	(0, 7, 'LOC')
Rosmore	(0, 7, 'LOC')
Rosmead House	(0, 13, 'LOC')
Roskeeragh Point	(0, 16, 'LOC')
Roskeeda	(0, 8, 'LOC')
Roshin	(0, 6, 'LOC')
Rosguill	(0, 8, 'LOC')
Rosenallis	(0, 10, 'LOC')
Rosemount	(0, 9, 'LOC')
Rosegarland House	(0, 17, 'LOC')
Rosdaul	(0, 7, 'LOC')
Roscrea	(0, 7, 'LOC')
Roscommon	(0, 9, 'LOC')
Rosborough	(0, 10, 'LOC')
Rosbercon	(0, 9, 'LOC')
Roosky	(0, 6, 'LOC')
Roonkeel	(0, 8, 'LOC')
Roonah Lough	(0, 12, 'LOC')
Rookwood	(0, 8, 'LOC')
Rokeby Hall	(0, 11, 'LOC')
Rogerstown Inlet	(0, 16, 'LOC')
Roesborough House	(0, 17, 'LOC')
Roebuck	(0, 7, 'LOC')
Lough Roe	(0, 9, 'LOC')
Rodena Bridge	(0, 13, 'LOC')
Rocky Island	(0, 12, 'LOC')
Rockville House	(0, 15, 'LOC')
Rockview House	(0, 14, 'LOC')
Rockvale	(0, 8, 'LOC')
Rockmills	(0, 9, 'LOC')
Rocklawn House	(0, 14, 'LOC')
Rockland	(0, 8, 'LOC')
Rock Island	(0, 11, 'LOC')
Rockingham House	(0, 16, 'LOC')
Rock House	(0, 10, 'LOC')
Rockhill	(0, 8, 'LOC')
Rockforest House	(0, 16, 'LOC')
Rockford House	(0, 14, 'LOC')
Rockfield House	(0, 15, 'LOC')
Rockfield	(0, 9, 'LOC')
Rocketts Castle	(0, 15, 'LOC')
Rockcorry	(0, 9, 'LOC')
Rockchapel	(0, 10, 'LOC')
Rockbarton House	(0, 16, 'LOC')
Rochfortbridge	(0, 14, 'LOC')
Rochestown	(0, 10, 'LOC')
Roches Point	(0, 12, 'LOC')
Roche Mount	(0, 11, 'LOC')
Roche House	(0, 11, 'LOC')
Robinstown	(0, 10, 'LOC')
Robertstown River	(0, 17, 'LOC')
Robertstown	(0, 11, 'LOC')
Roberts Head	(0, 12, 'LOC')
Roberts Cove	(0, 12, 'LOC')
Robe River	(0, 10, 'LOC')
Roaringwater Bay	(0, 16, 'LOC')
Roaninish	(0, 9, 'LOC')
Roancarrig More	(0, 15, 'LOC')
Roancarrig Beg	(0, 14, 'LOC')
Roadford	(0, 8, 'LOC')
Roachtown	(0, 9, 'LOC')
Riverstown	(0, 10, 'LOC')
Rivers Town	(0, 11, 'LOC')
Riverstick	(0, 10, 'LOC')
Riversdale House	(0, 16, 'LOC')
Riverchapel	(0, 11, 'LOC')
Cabin River	(0, 11, 'LOC')
Rinvyle Point	(0, 13, 'LOC')
Rinvyle House	(0, 13, 'LOC')
Rinvyle	(0, 7, 'LOC')
Rinville	(0, 8, 'LOC')
Rinroe Point	(0, 12, 'LOC')
Rinrawros Point	(0, 15, 'LOC')
Rinn River	(0, 10, 'LOC')
Rinn Lough	(0, 10, 'LOC')
Lough Rynn House	(0, 16, 'LOC')
Rinneen	(0, 7, 'LOC')
Rinnalea Point	(0, 14, 'LOC')
Rinnagonnaght	(0, 13, 'LOC')
Rinnafaghla Point	(0, 17, 'LOC')
Rinn	(0, 4, 'LOC')
Rinmore Point	(0, 13, 'LOC')
Ringwood House	(0, 14, 'LOC')
Ringville House	(0, 15, 'LOC')
Ringville	(0, 9, 'LOC')
Ringsend Gut	(0, 12, 'LOC')
Ringsend	(0, 8, 'LOC')
Ring Harbour	(0, 12, 'LOC')
Ringaskiddy Island	(0, 18, 'LOC')
Ringaskiddy	(0, 11, 'LOC')
Ringarogy Island	(0, 16, 'LOC')
Ringabella Bay	(0, 14, 'LOC')
Rinevella Bay	(0, 13, 'LOC')
Rineanna Point	(0, 14, 'LOC')
Rineanna	(0, 8, 'LOC')
River Riffey	(0, 12, 'LOC')
Ridge Point	(0, 11, 'LOC')
Ricketstown House	(0, 17, 'LOC')
Richmount Hill	(0, 14, 'LOC')
Richmond Harbour	(0, 16, 'LOC')
Richfort	(0, 8, 'LOC')
Richfield House	(0, 15, 'LOC')
Rhode	(0, 5, 'LOC')
Rheban Castle	(0, 13, 'LOC')
Reynella	(0, 8, 'LOC')
Rerrin	(0, 6, 'LOC')
Renmore House	(0, 13, 'LOC')
Renaghmore	(0, 10, 'LOC')
Releagh Bridge	(0, 14, 'LOC')
Releagh	(0, 7, 'LOC')
Relane Point	(0, 12, 'LOC')
Relaghbeg	(0, 9, 'LOC')
Reens	(0, 5, 'LOC')
Reenroe	(0, 7, 'LOC')
Reen Point	(0, 10, 'LOC')
Reen Lodge	(0, 10, 'LOC')
Reenard	(0, 7, 'LOC')
Reelan River	(0, 12, 'LOC')
Lough Ree	(0, 9, 'LOC')
Redhills	(0, 8, 'LOC')
Redhill	(0, 7, 'LOC')
Redgate	(0, 7, 'LOC')
Redforge Cross Roads	(0, 20, 'LOC')
Redcross River	(0, 14, 'LOC')
Redcross	(0, 8, 'LOC')
Red Castle	(0, 10, 'LOC')
Recess River	(0, 12, 'LOC')
Rear Cross	(0, 10, 'LOC')
Reanies Point	(0, 13, 'LOC')
Reanies Bay	(0, 11, 'LOC')
Reanascreena	(0, 12, 'LOC')
Reananerree	(0, 11, 'LOC')
Reaghstown	(0, 10, 'LOC')
Lough Reagh	(0, 11, 'LOC')
Lough Rea	(0, 9, 'LOC')
Ray River	(0, 9, 'LOC')
Rawros	(0, 6, 'LOC')
Ravensdale House	(0, 16, 'LOC')
Ravensdale	(0, 10, 'LOC')
The Raven Point	(0, 15, 'LOC')
Ratra House	(0, 11, 'LOC')
Ratoath	(0, 7, 'LOC')
Rathwire	(0, 8, 'LOC')
Rathvilly	(0, 9, 'LOC')
Rathurles House	(0, 15, 'LOC')
Rathtroane	(0, 10, 'LOC')
Rathsnagadan House	(0, 18, 'LOC')
Rathsallagh House	(0, 17, 'LOC')
Rath Riogh	(0, 10, 'LOC')
Rathpeacon House	(0, 16, 'LOC')
Rathpeacon	(0, 10, 'LOC')
Rathowen	(0, 8, 'LOC')
Rathnure	(0, 8, 'LOC')
Rathnew	(0, 7, 'LOC')
Rathnally	(0, 9, 'LOC')
Rathmullan Roadstead	(0, 20, 'LOC')
Rathmullan	(0, 10, 'LOC')
Rathmoyle House	(0, 15, 'LOC')
Rathmore House	(0, 14, 'LOC')
Rathmore	(0, 8, 'LOC')
Rathmolyon	(0, 10, 'LOC')
Rathmines and Rathgar Waterworks	(0, 32, 'LOC')
Rathmines	(0, 9, 'LOC')
Ramelton	(0, 8, 'LOC')
Rathmacknee House	(0, 17, 'LOC')
Rath Lough	(0, 10, 'LOC')
Rathlin O’Birne Island	(0, 22, 'LOC')
Rathlee Head	(0, 12, 'LOC')
Rathlaheen House	(0, 16, 'LOC')
Rathlackan	(0, 10, 'LOC')
Rathkenny	(0, 9, 'LOC')
Rathkeale	(0, 9, 'LOC')
Rath House	(0, 10, 'LOC')
Rathgranagher	(0, 13, 'LOC')
Rathgormuck	(0, 11, 'LOC')
Rathfran Bay	(0, 12, 'LOC')
Rathfeigh	(0, 9, 'LOC')
Rathfarnham	(0, 11, 'LOC')
Ratheskin	(0, 9, 'LOC')
Rathescar Cross Roads	(0, 21, 'LOC')
Rathescar	(0, 9, 'LOC')
Rathenny House	(0, 14, 'LOC')
Rathea	(0, 6, 'LOC')
Rathduff	(0, 8, 'LOC')
Rathdrum	(0, 8, 'LOC')
Rathdrinagh	(0, 11, 'LOC')
Rathdowney	(0, 10, 'LOC')
Rathdangan	(0, 10, 'LOC')
Rathcoursey	(0, 11, 'LOC')
Rathcor Upper	(0, 13, 'LOC')
Rathcormac	(0, 10, 'LOC')
Rathcor Lower	(0, 13, 'LOC')
Rathcore	(0, 8, 'LOC')
Rathcor	(0, 7, 'LOC')
Rathcoole Castle	(0, 16, 'LOC')
Rathcoole	(0, 9, 'LOC')
Rathcool	(0, 8, 'LOC')
Rathconrath	(0, 11, 'LOC')
Rathconnell Court	(0, 17, 'LOC')
Rathcolman	(0, 10, 'LOC')
Rathcline House	(0, 15, 'LOC')
Rathclarish	(0, 11, 'LOC')
Rathcabban	(0, 10, 'LOC')
Rathanna	(0, 8, 'LOC')
Rathangan	(0, 9, 'LOC')
Rath	(0, 4, 'LOC')
Rashenny	(0, 8, 'LOC')
Rasheen Wood	(0, 12, 'LOC')
Rappa Castle	(0, 12, 'LOC')
Rapla House	(0, 11, 'LOC')
Raphoe	(0, 6, 'LOC')
Rapemills	(0, 9, 'LOC')
Randalstown	(0, 11, 'LOC')
Ranaghroe Point	(0, 15, 'LOC')
Ramsgrange	(0, 10, 'LOC')
Ramsfort House	(0, 14, 'LOC')
Rampart	(0, 7, 'LOC')
Lough Ramor	(0, 11, 'LOC')
Ram Head	(0, 8, 'LOC')
Rake Street	(0, 11, 'LOC')
Rathkenny House	(0, 15, 'LOC')
Rainsford Lodge	(0, 15, 'LOC')
Rahinstown House	(0, 16, 'LOC')
Rahan	(0, 5, 'LOC')
Rahin House	(0, 11, 'LOC')
Rahillakeen	(0, 11, 'LOC')
Raheny	(0, 6, 'LOC')
Raheens	(0, 7, 'LOC')
Raheen House	(0, 12, 'LOC')
Raheen Cross Roads	(0, 18, 'LOC')
Raheen	(0, 6, 'LOC')
Rahasane House	(0, 14, 'LOC')
Raharney	(0, 8, 'LOC')
Rahans Lough	(0, 12, 'LOC')
Rahan Lodge	(0, 11, 'LOC')
Raghtin More	(0, 12, 'LOC')
The Rag	(0, 7, 'LOC')
Raford	(0, 6, 'LOC')
Racecourse Hall	(0, 15, 'LOC')
Rabbit Islands	(0, 14, 'LOC')
Quin	(0, 4, 'LOC')
Quilty	(0, 6, 'LOC')
Quignalahy	(0, 10, 'LOC')
Quigley’s Point	(0, 15, 'LOC')
Queenstown Junction Station	(0, 27, 'LOC')
Queensborough	(0, 13, 'LOC')
Quarrymount	(0, 11, 'LOC')
Quakers Cross Roads	(0, 19, 'LOC')
Quagmire River	(0, 14, 'LOC')
Purple Mountain	(0, 15, 'LOC')
Pulleen	(0, 7, 'LOC')
Puffin Sound	(0, 12, 'LOC')
Puffin Island	(0, 13, 'LOC')
Puckaun	(0, 7, 'LOC')
Prosperous	(0, 10, 'LOC')
Prior Park	(0, 10, 'LOC')
Prince Williams Seat	(0, 20, 'LOC')
Primrose Lodge	(0, 14, 'LOC')
Powerstown House	(0, 16, 'LOC')
Powerstown	(0, 10, 'LOC')
Powers Cross	(0, 12, 'LOC')
Powerscourt House	(0, 17, 'LOC')
Power Head	(0, 10, 'LOC')
Powellsborough Cross Roads	(0, 26, 'LOC')
Poulnamucky	(0, 11, 'LOC')
Poulnalour	(0, 10, 'LOC')
Poulacapple	(0, 11, 'LOC')
Potters River	(0, 13, 'LOC')
Porturlin	(0, 9, 'LOC')
Portumna Bay	(0, 12, 'LOC')
Portumna	(0, 8, 'LOC')
Portsalon	(0, 9, 'LOC')
Portroe	(0, 7, 'LOC')
Portrinard	(0, 10, 'LOC')
Portobello Harbour	(0, 18, 'LOC')
Portnoo	(0, 7, 'LOC')
Portnard House	(0, 14, 'LOC')
Portnalong	(0, 10, 'LOC')
Portnafrankagh	(0, 14, 'LOC')
Portmarnock	(0, 11, 'LOC')
Portmagee Channel	(0, 17, 'LOC')
Portmagee	(0, 9, 'LOC')
Port Lough	(0, 10, 'LOC')
Portloman	(0, 9, 'LOC')
Portlick Castle	(0, 15, 'LOC')
Portlaw	(0, 7, 'LOC')
Portlaoise	(0, 10, 'LOC')
Porthall Station	(0, 16, 'LOC')
Port Doon	(0, 9, 'LOC')
Portarlington	(0, 13, 'LOC')
Portaleen	(0, 9, 'LOC')
Portahack	(0, 9, 'LOC')
Portacloy Bay	(0, 13, 'LOC')
Portacloy	(0, 9, 'LOC')
Port	(0, 4, 'LOC')
Pollremon	(0, 9, 'LOC')
Pollmounty River	(0, 16, 'LOC')
Pollboy	(0, 7, 'LOC')
Pollaphuca Waterfall	(0, 20, 'LOC')
Pollaphuca Reservoir	(0, 20, 'LOC')
Pollan Bay	(0, 10, 'LOC')
The Pocket	(0, 10, 'LOC')
Pluck	(0, 5, 'LOC')
Platin Hall	(0, 11, 'LOC')
Plassy	(0, 6, 'LOC')
Piltown	(0, 7, 'LOC')
Pilltown House	(0, 14, 'LOC')
Pilltown	(0, 8, 'LOC')
The Pike	(0, 8, 'LOC')
Pig Island	(0, 10, 'LOC')
Pigeon House Harbour	(0, 20, 'LOC')
Pierpoint	(0, 9, 'LOC')
Pickle Point	(0, 12, 'LOC')
Phoenix Park	(0, 12, 'LOC')
Daingean	(0, 8, 'LOC')
Phepotstown House	(0, 17, 'LOC')
Pettigoe	(0, 8, 'LOC')
Peterswell	(0, 10, 'LOC')
Petersville	(0, 11, 'LOC')
Percy Mount	(0, 11, 'LOC')
Pedlars Cross Roads	(0, 19, 'LOC')
Peafield House	(0, 14, 'LOC')
Paulsworth	(0, 10, 'LOC')
Paulstown Castle	(0, 16, 'LOC')
Pass of Kilbride	(0, 16, 'LOC')
Pass House	(0, 10, 'LOC')
Passage West	(0, 12, 'LOC')
Passage East	(0, 12, 'LOC')
Partry Mountains	(0, 16, 'LOC')
Partry	(0, 6, 'LOC')
Parteen Villa	(0, 13, 'LOC')
Parsonstown House	(0, 17, 'LOC')
Parkmore Point	(0, 14, 'LOC')
Park	(0, 4, 'LOC')
Paradise House	(0, 14, 'LOC')
The Paps	(0, 8, 'LOC')
Palmerstown House	(0, 17, 'LOC')
Palmerstown Bridge	(0, 18, 'LOC')
Palmerston	(0, 10, 'LOC')
Pallaskenry	(0, 11, 'LOC')
Pallas House	(0, 12, 'LOC')
Pallasgreen	(0, 11, 'LOC')
Pallas Grean	(0, 12, 'LOC')
Pallas	(0, 6, 'LOC')
Palatine	(0, 8, 'LOC')
Palace House	(0, 12, 'LOC')
Palace East Junction	(0, 20, 'LOC')
Pakenham Hall	(0, 13, 'LOC')
Painestown	(0, 10, 'LOC')
Paddock	(0, 7, 'LOC')
Oyster Haven	(0, 12, 'LOC')
Owveg River	(0, 11, 'LOC')
Owvane River	(0, 12, 'LOC')
Ow River	(0, 8, 'LOC')
Owgarriff River	(0, 15, 'LOC')
Owey Sound	(0, 10, 'LOC')
Owey Island	(0, 11, 'LOC')
Owenwee River	(0, 13, 'LOC')
Owenur River	(0, 12, 'LOC')
Owentocker River	(0, 16, 'LOC')
Owentaraglin River	(0, 18, 'LOC')
Owenslieve River	(0, 16, 'LOC')
Owenroe River	(0, 13, 'LOC')
Owenreagh River	(0, 15, 'LOC')
Owenogarney River	(0, 17, 'LOC')
Owennayle River	(0, 15, 'LOC')
Owenmore River	(0, 14, 'LOC')
Owenkillew River	(0, 16, 'LOC')
Owenkeal River	(0, 14, 'LOC')
Oweniny River	(0, 13, 'LOC')
Owenglin River	(0, 14, 'LOC')
Owengarve Lough	(0, 15, 'LOC')
Owengar River	(0, 13, 'LOC')
Owengarriff River	(0, 17, 'LOC')
Owenea River	(0, 12, 'LOC')
Owenduff River	(0, 14, 'LOC')
Owenduff	(0, 8, 'LOC')
Owendalulleegh River	(0, 20, 'LOC')
Owencashla River	(0, 16, 'LOC')
Owencarrow River	(0, 16, 'LOC')
Owenbrin River	(0, 14, 'LOC')
Owenboy River	(0, 13, 'LOC')
Owenbeg River	(0, 13, 'LOC')
Owenavorragh River	(0, 18, 'LOC')
Owenator River	(0, 14, 'LOC')
Owenass River	(0, 13, 'LOC')
Lough Owel	(0, 10, 'LOC')
Avoca River	(0, 11, 'LOC')
Vale of Avoca	(0, 13, 'LOC')
Avoca	(0, 5, 'LOC')
Ovens	(0, 5, 'LOC')
Lough Ouver	(0, 11, 'LOC')
Ourtnagapple	(0, 12, 'LOC')
Oulart	(0, 6, 'LOC')
Oughterard	(0, 10, 'LOC')
Lough Oughter	(0, 13, 'LOC')
Oughter	(0, 7, 'LOC')
Oughtdarnid	(0, 11, 'LOC')
O’Sullivans Cascade	(0, 19, 'LOC')
Orthon Island	(0, 13, 'LOC')
Ormond View	(0, 11, 'LOC')
Oristown	(0, 8, 'LOC')
Oranmore Bay	(0, 12, 'LOC')
Oranmore	(0, 8, 'LOC')
Oran	(0, 4, 'LOC')
Oorid Lough	(0, 11, 'LOC')
Oolagh River	(0, 12, 'LOC')
Oola	(0, 4, 'LOC')
Onaght	(0, 6, 'LOC')
Omey Island	(0, 11, 'LOC')
Omeath	(0, 6, 'LOC')
O’Loughlins Castle	(0, 18, 'LOC')
Ollatrim River	(0, 14, 'LOC')
Old Twopothouse Cross Roads	(0, 27, 'LOC')
Old Town	(0, 8, 'LOC')
Oldtown	(0, 7, 'LOC')
Oldtown House	(0, 13, 'LOC')
Old Ross	(0, 8, 'LOC')
Oldleighlin	(0, 11, 'LOC')
Old Kilcullen	(0, 13, 'LOC')
Old Head of Kinsale	(0, 19, 'LOC')
Oldhead House	(0, 13, 'LOC')
Old Head	(0, 8, 'LOC')
Oldglass	(0, 8, 'LOC')
Oldcourt	(0, 8, 'LOC')
Oldchapel	(0, 9, 'LOC')
Oldcastle	(0, 9, 'LOC')
Oldbridge	(0, 9, 'LOC')
Oily River	(0, 10, 'LOC')
Oilgate	(0, 7, 'LOC')
Lough O’Grady	(0, 13, 'LOC')
Oghil House	(0, 11, 'LOC')
Oghil	(0, 5, 'LOC')
Lough O’Flynn	(0, 13, 'LOC')
Uíbh Fhailí	(0, 11, 'LOC')
O’Deas Castle	(0, 13, 'LOC')
O’Callaghansmills	(0, 17, 'LOC')
O’Briensbridge	(0, 14, 'LOC')
Oatfield House	(0, 14, 'LOC')
Oakport Lough	(0, 13, 'LOC')
Oakport House	(0, 13, 'LOC')
Oakpark House	(0, 13, 'LOC')
Oak Park	(0, 8, 'LOC')
Oakleypark	(0, 10, 'LOC')
Oakley Park	(0, 11, 'LOC')
Oakley House	(0, 12, 'LOC')
Oaklands House	(0, 14, 'LOC')
Oakhampton House	(0, 16, 'LOC')
Oakfield House	(0, 14, 'LOC')
Nursetown	(0, 9, 'LOC')
Nurney	(0, 6, 'LOC')
Nowen Hill	(0, 10, 'LOC')
Noughaval	(0, 9, 'LOC')
Nose of Howth	(0, 13, 'LOC')
North Wall Station	(0, 18, 'LOC')
North Sound	(0, 11, 'LOC')
North Ring	(0, 10, 'LOC')
Northlands	(0, 10, 'LOC')
Northgrove	(0, 10, 'LOC')
North Bull Island	(0, 17, 'LOC')
River Nore	(0, 10, 'LOC')
Port Noo	(0, 8, 'LOC')
Nohaval	(0, 7, 'LOC')
Nobber	(0, 6, 'LOC')
Ninemilehouse	(0, 13, 'LOC')
River Nier	(0, 10, 'LOC')
Nicker	(0, 6, 'LOC')
New Twopothouse Village	(0, 23, 'LOC')
Newtown Trim	(0, 12, 'LOC')
Newtown Sandes	(0, 14, 'LOC')
Newtown Mount Kennedy	(0, 21, 'LOC')
Newtown Monasterboice	(0, 21, 'LOC')
Newtownlynch	(0, 12, 'LOC')
Newtown Lodge	(0, 13, 'LOC')
Newtown House	(0, 13, 'LOC')
Newtown Gore	(0, 12, 'LOC')
Newtownfortescue	(0, 16, 'LOC')
Newtown Forbes	(0, 14, 'LOC')
Newtown Daly	(0, 12, 'LOC')
Newtown Cunningham	(0, 18, 'LOC')
Newtown Castle	(0, 14, 'LOC')
Newtownburke	(0, 12, 'LOC')
Newtownanner House	(0, 18, 'LOC')
New Town	(0, 8, 'LOC')
Newtown	(0, 7, 'LOC')
Newtownshandrum	(0, 15, 'LOC')
Newstone House	(0, 14, 'LOC')
New Ross	(0, 8, 'LOC')
New Quay	(0, 8, 'LOC')
Newport River	(0, 13, 'LOC')
Newport Bay	(0, 11, 'LOC')
Newport	(0, 7, 'LOC')
Newpark House	(0, 13, 'LOC')
Newpark	(0, 7, 'LOC')
Newmills	(0, 8, 'LOC')
Newmarket on Fergus	(0, 19, 'LOC')
Newmarket Court	(0, 15, 'LOC')
Newmarket	(0, 9, 'LOC')
New Inn	(0, 7, 'LOC')
Newinn	(0, 6, 'LOC')
Newhall House	(0, 13, 'LOC')
Newgrove House	(0, 14, 'LOC')
Newgrange House	(0, 15, 'LOC')
Newgrange	(0, 9, 'LOC')
Newfoundland Bay	(0, 16, 'LOC')
Newfort	(0, 7, 'LOC')
Newforest House	(0, 15, 'LOC')
Newcestown	(0, 10, 'LOC')
Newcastle House	(0, 15, 'LOC')
Newcastle	(0, 9, 'LOC')
Newcastle West	(0, 14, 'LOC')
Newbrook House	(0, 14, 'LOC')
Newbridge House	(0, 15, 'LOC')
Newbridge	(0, 9, 'LOC')
Droichead Nua	(0, 13, 'LOC')
Newbliss House	(0, 14, 'LOC')
Newbliss	(0, 8, 'LOC')
New Birmingham	(0, 14, 'LOC')
Newberry House	(0, 14, 'LOC')
Newberry Hall	(0, 13, 'LOC')
Newberry	(0, 8, 'LOC')
Newbawn	(0, 7, 'LOC')
Netley House	(0, 12, 'LOC')
Nethertown	(0, 10, 'LOC')
Nephin Beg Range	(0, 16, 'LOC')
Nephin	(0, 6, 'LOC')
Nenagh River	(0, 12, 'LOC')
Nenagh	(0, 6, 'LOC')
Nealstown	(0, 9, 'LOC')
Neale	(0, 5, 'LOC')
Navan Junction	(0, 14, 'LOC')
Navan	(0, 5, 'LOC')
Lough Naulla	(0, 12, 'LOC')
Naul	(0, 4, 'LOC')
Narraghmore	(0, 11, 'LOC')
Naran	(0, 5, 'LOC')
Nantinan House	(0, 14, 'LOC')
Lough Nanoge	(0, 12, 'LOC')
River Nanny	(0, 11, 'LOC')
Lough Naminna	(0, 13, 'LOC')
Lough Namanfin	(0, 14, 'LOC')
Lough Nalughraman	(0, 17, 'LOC')
Lough Nahillion	(0, 15, 'LOC')
Lough Nahanagan	(0, 15, 'LOC')
Nags Head	(0, 9, 'LOC')
Nagles Mountains	(0, 16, 'LOC')
Lough Nageltia	(0, 14, 'LOC')
Lough Nageage	(0, 13, 'LOC')
Lough Nagarrivhan	(0, 17, 'LOC')
Lough Nafooey	(0, 13, 'LOC')
Nadreegeel Lough	(0, 16, 'LOC')
Lough Nadarragh	(0, 15, 'LOC')
Nad	(0, 3, 'LOC')
Lough Nacung Upper	(0, 18, 'LOC')
Lough Nacung Lower	(0, 18, 'LOC')
Lough Nacorra	(0, 13, 'LOC')
Lough Nablahy	(0, 13, 'LOC')
Naas	(0, 4, 'LOC')
Myshall	(0, 7, 'LOC')
Mylerstown	(0, 10, 'LOC')
Mweenish Island	(0, 15, 'LOC')
Mweenish Bay	(0, 12, 'LOC')
Mweelrea	(0, 8, 'LOC')
Mweelaun Island	(0, 15, 'LOC')
Mutton Island	(0, 13, 'LOC')
Musheramore	(0, 11, 'LOC')
Murroogh	(0, 8, 'LOC')
Murrisk	(0, 7, 'LOC')
Murragh	(0, 7, 'LOC')
Murntown	(0, 8, 'LOC')
Muntervary	(0, 10, 'LOC')
Munster River	(0, 13, 'LOC')
Munster	(0, 7, 'LOC')
Munnilly House	(0, 14, 'LOC')
Munhin River	(0, 12, 'LOC')
Mungret	(0, 7, 'LOC')
Multyfarnham	(0, 12, 'LOC')
Multeen River	(0, 13, 'LOC')
Mulroy Bay	(0, 10, 'LOC')
Mulmosog Mountain	(0, 17, 'LOC')
Mulmosog House	(0, 14, 'LOC')
Mullycagh	(0, 9, 'LOC')
An Muileann gCearr	(0, 18, 'LOC')
Mullinavat	(0, 10, 'LOC')
Mullinahone	(0, 11, 'LOC')
Mullet Peninsula	(0, 16, 'LOC')
Mullawornia	(0, 11, 'LOC')
Mullanalaghta	(0, 13, 'LOC')
Mullaghoran	(0, 11, 'LOC')
Mullaghmore	(0, 11, 'LOC')
Mullaghgarve	(0, 12, 'LOC')
Mullaghderg Lough	(0, 17, 'LOC')
Mullaghcleevaun	(0, 15, 'LOC')
