street_name	loc_col
KILBARRON ROAD	(0, 14, 'LOC')
KILBARRON ROAD	(0, 14, 'LOC')
KILBRIDE ROAD	(0, 13, 'LOC')
KILDARE PARK	(0, 12, 'LOC')
KILDARE PLACE	(0, 13, 'LOC')
KILDARE ROAD	(0, 12, 'LOC')
KILDARE ROAD	(0, 12, 'LOC')
KILDARE ROAD	(0, 12, 'LOC')
KILDARE STREET	(0, 14, 'LOC')
KILDONAN AVENUE	(0, 15, 'LOC')
KILDONAN DRIVE	(0, 14, 'LOC')
KILDONAN ROAD	(0, 13, 'LOC')
KILDONAN ROAD	(0, 13, 'LOC')
KILFENORA DRIVE	(0, 15, 'LOC')
KILFENORA ROAD	(0, 14, 'LOC')
KILKIERAN ROAD	(0, 14, 'LOC')
KILKIERAN COURT	(0, 15, 'LOC')
KILLALA ROAD	(0, 12, 'LOC')
KILLALA ROAD	(0, 12, 'LOC')
KILLAN ROAD	(0, 11, 'LOC')
KILLARNEY AVENUE	(0, 16, 'LOC')
KILLARNEY PARADE	(0, 16, 'LOC')
KILLARNEY STREET	(0, 16, 'LOC')
KILLARY GROVE	(0, 13, 'LOC')
KILLEEN ROAD	(0, 12, 'LOC')
KILLEEN ROAD	(0, 12, 'LOC')
KILLESTER AVENUE	(0, 16, 'LOC')
KILLESTER AVENUE	(0, 16, 'LOC')
KILLESTER AVENUE	(0, 16, 'LOC')
KILLESTER COURT	(0, 15, 'LOC')
KILLESTER PARK	(0, 14, 'LOC')
KILMAINHAM LANE	(0, 15, 'LOC')
KILMORE AVENUE	(0, 14, 'LOC')
KILMORE CLOSE	(0, 13, 'LOC')
KILMORE CRESCENT	(0, 16, 'LOC')
KILMORE DRIVE	(0, 13, 'LOC')
KILMORE DRIVE	(0, 13, 'LOC')
KILMORE ROAD	(0, 12, 'LOC')
KILMORE ROAD	(0, 12, 'LOC')
KILMORE ROAD	(0, 12, 'LOC')
KILMORE ROAD	(0, 12, 'LOC')
KILMORONEY CLOSE	(0, 16, 'LOC')
KILNAMANAGH ROAD	(0, 16, 'LOC')
KILSHANE ROAD	(0, 13, 'LOC')
KILSHANE ROAD	(0, 13, 'LOC')
KILWORTH ROAD	(0, 13, 'LOC')
KIMMAGE GROVE	(0, 13, 'LOC')
KIMMAGE ROAD LOWER	(0, 18, 'LOC')
KIMMAGE ROAD LOWER	(0, 18, 'LOC')
KIMMAGE ROAD WEST	(0, 17, 'LOC')
KINAHAN STREET	(0, 14, 'LOC')
KINCORA AVENUE	(0, 14, 'LOC')
KINCORA COURT	(0, 13, 'LOC')
KINCORA DRIVE	(0, 13, 'LOC')
KINCORA GROVE	(0, 13, 'LOC')
KINCORA PARK	(0, 12, 'LOC')
KINCORA ROAD	(0, 12, 'LOC')
KING STREET NORTH	(0, 17, 'LOC')
KING STREET NORTH	(0, 17, 'LOC')
KINGRAM PLACE	(0, 13, 'LOC')
KINGS AVENUE	(0, 12, 'LOC')
KINGS INNS STREET	(0, 17, 'LOC')
KINGS INNS STREET	(0, 17, 'LOC')
KINGSBRIDGE	(0, 11, 'LOC')
KINGSLAND PARADE	(0, 16, 'LOC')
KINVARA AVENUE	(0, 14, 'LOC')
KINVARA DRIVE	(0, 13, 'LOC')
KINVARA GROVE	(0, 13, 'LOC')
KINVARA PARK	(0, 12, 'LOC')
KINVARA ROAD	(0, 12, 'LOC')
KIPPURE PARK	(0, 12, 'LOC')
KIRWAN STREET	(0, 13, 'LOC')
KIRWAN STREET COTTAGES	(0, 22, 'LOC')
KNOCKNAREA AVENUE	(0, 17, 'LOC')
KNOCKNAREA ROAD	(0, 15, 'LOC')
KNOWTH COURT	(0, 12, 'LOC')
KYLEMORE AVENUE	(0, 15, 'LOC')
KYLEMORE DRIVE	(0, 14, 'LOC')
KYLEMORE PARK NORTH	(0, 19, 'LOC')
KYLEMORE PARK SOUTH	(0, 19, 'LOC')
KYLEMORE PARK WEST	(0, 18, 'LOC')
KYLEMORE ROAD	(0, 13, 'LOC')
KYLEMORE ROAD	(0, 13, 'LOC')
KYLEMORE ROAD	(0, 13, 'LOC')
LA TOUCHE BRIDGE	(0, 16, 'LOC')
LA TOUCHE COURT	(0, 15, 'LOC')
LA TOUCHE DRIVE	(0, 15, 'LOC')
LA TOUCHE ROAD	(0, 14, 'LOC')
LA TOUCHE ROAD	(0, 14, 'LOC')
LAD LANE	(0, 8, 'LOC')
LADYS LANE	(0, 10, 'LOC')
LAGAN ROAD	(0, 10, 'LOC')
LAKELANDS PARK	(0, 14, 'LOC')
LALLY ROAD	(0, 10, 'LOC')
LALLY ROAD	(0, 10, 'LOC')
LAMB ALLEY	(0, 10, 'LOC')
LAMBAY ROAD	(0, 11, 'LOC')
LANDEN ROAD	(0, 11, 'LOC')
LANDEN ROAD	(0, 11, 'LOC')
LANGRISHE PLACE	(0, 15, 'LOC')
LANSDOWNE LANE	(0, 14, 'LOC')
LANSDOWNE PARK	(0, 14, 'LOC')
LANSDOWNE PARK	(0, 14, 'LOC')
LANSDOWNE ROAD	(0, 14, 'LOC')
LANSDOWNE ROAD	(0, 14, 'LOC')
LANSDOWNE ROAD	(0, 14, 'LOC')
LANSDOWNE VALLEY	(0, 16, 'LOC')
LANDSDOWNE VALLEY PARK	(0, 22, 'LOC')
LANSDOWNE VILLAGE	(0, 17, 'LOC')
LARACOR GARDENS	(0, 15, 'LOC')
LARAGH CLOSE	(0, 12, 'LOC')
LARAGH GROVE	(0, 12, 'LOC')
LARCH GROVE	(0, 11, 'LOC')
LARKFIELD AVENUE	(0, 16, 'LOC')
LARKFIELD GARDENS	(0, 17, 'LOC')
LARKFIELD GROVE	(0, 15, 'LOC')
LARKFIELD PARK	(0, 14, 'LOC')
LARKHILL ROAD	(0, 13, 'LOC')
LARKHILL ROAD	(0, 13, 'LOC')
LAUNDRY LANE	(0, 12, 'LOC')
LAURELTON	(0, 9, 'LOC')
LAVARNA GROVE	(0, 13, 'LOC')
LAVARNA ROAD	(0, 12, 'LOC')
LAVERTY COURT	(0, 13, 'LOC')
LAVISTA AVENUE	(0, 14, 'LOC')
LAWRENCE GROVE	(0, 14, 'LOC')
LE FANU DRIVE	(0, 13, 'LOC')
LE FANU ROAD	(0, 12, 'LOC')
LE FANU ROAD	(0, 12, 'LOC')
LE VERE TERRACE	(0, 15, 'LOC')
LEA CRESCENT	(0, 12, 'LOC')
LEA ROAD	(0, 8, 'LOC')
LEAHY'S TERRACE	(0, 15, 'LOC')
LEE ROAD	(0, 8, 'LOC')
LEESON CLOSE	(0, 12, 'LOC')
LEESON LANE	(0, 11, 'LOC')
LEESON PARK	(0, 11, 'LOC')
LEESON PARK AVENUE	(0, 18, 'LOC')
LEESON PLACE	(0, 12, 'LOC')
LEESON STREET LOWER	(0, 19, 'LOC')
LEESON STREET UPPER	(0, 19, 'LOC')
LEESON VILLAGE	(0, 14, 'LOC')
LEICESTER AVENUE	(0, 16, 'LOC')
LEIGHLIN ROAD	(0, 13, 'LOC')
LEIN GARDENS	(0, 12, 'LOC')
LEIN GARDENS	(0, 12, 'LOC')
LEIN PARK	(0, 9, 'LOC')
LEIN ROAD	(0, 9, 'LOC')
LEINSTER AVENUE	(0, 15, 'LOC')
LANSDOWNE HALL	(0, 14, 'LOC')
LEINSTER LANE	(0, 13, 'LOC')
LEINSTER MARKET	(0, 15, 'LOC')
LEINSTER PLACE	(0, 14, 'LOC')
LEINSTER ROAD	(0, 13, 'LOC')
LEINSTER ROAD WEST	(0, 18, 'LOC')
LEINSTER SQUARE	(0, 15, 'LOC')
LEINSTER STREET EAST	(0, 20, 'LOC')
LEINSTER STREET NORTH	(0, 21, 'LOC')
LEINSTER STREET SOUTH	(0, 21, 'LOC')
LEITRIM PLACE	(0, 13, 'LOC')
LEIX ROAD	(0, 9, 'LOC')
LEMON STREET	(0, 12, 'LOC')
LENNON'S COTTAGES	(0, 17, 'LOC')
LENNOX PLACE	(0, 12, 'LOC')
LENNOX STREET	(0, 13, 'LOC')
LENNOX TERRACE	(0, 14, 'LOC')
LENTISK LAWN	(0, 12, 'LOC')
LEO AVENUE	(0, 10, 'LOC')
LEO STREET	(0, 10, 'LOC')
LESLIE'S BUILDINGS	(0, 18, 'LOC')
LEUKOS ROAD	(0, 11, 'LOC')
LIBERTY LANE	(0, 12, 'LOC')
LIFFEY STREET LOWER	(0, 19, 'LOC')
LIFFEY STREET SOUTH	(0, 19, 'LOC')
LIFFEY STREET WEST	(0, 18, 'LOC')
LIME STREET	(0, 11, 'LOC')
LIMEKILN LANE	(0, 13, 'LOC')
LIMEWOOD AVENUE	(0, 15, 'LOC')
LIMEWOOD PARK	(0, 13, 'LOC')
LIMEWOOD ROAD	(0, 13, 'LOC')
LINCOLN LANE	(0, 12, 'LOC')
LINCOLN PLACE	(0, 13, 'LOC')
LINDSAY ROAD	(0, 12, 'LOC')
LINENHALL PARADE	(0, 16, 'LOC')
LINENHALL STREET	(0, 16, 'LOC')
LINENHALL TERRACE	(0, 17, 'LOC')
LISBURN STREET	(0, 14, 'LOC')
LISCANNOR ROAD	(0, 14, 'LOC')
LISLE ROAD	(0, 10, 'LOC')
LISMEEN GROVE	(0, 13, 'LOC')
LISMORE ROAD	(0, 12, 'LOC')
LISSADEL AVENUE	(0, 15, 'LOC')
LISSADEL COURT	(0, 14, 'LOC')
LISSADEL DRIVE	(0, 14, 'LOC')
LISSADEL ROAD	(0, 13, 'LOC')
LITTON LANE	(0, 11, 'LOC')
LOFTUS LANE	(0, 11, 'LOC')
LOMBARD COURT	(0, 13, 'LOC')
LOMBARD STREET EAST	(0, 19, 'LOC')
LOMBARD STREET WEST	(0, 19, 'LOC')
LOMOND AVENUE	(0, 13, 'LOC')
LONDONBRIDGE DRIVE	(0, 18, 'LOC')
LONDONBRIDGE ROAD	(0, 17, 'LOC')
LONG LANE	(0, 9, 'LOC')
LONG LANE	(0, 9, 'LOC')
LONG LANE CLOSE	(0, 15, 'LOC')
LONG MILE ROAD	(0, 14, 'LOC')
LONGFORD LANE	(0, 13, 'LOC')
LONGFORD STREET GREAT	(0, 21, 'LOC')
LONGFORD STREET LITTLE	(0, 22, 'LOC')
LONG'S PLACE	(0, 12, 'LOC')
LONGWOOD AVENUE	(0, 15, 'LOC')
LORCAN AVENUE	(0, 13, 'LOC')
LORCAN CRESCENT	(0, 15, 'LOC')
LORCAN DRIVE	(0, 12, 'LOC')
LORCAN GREEN	(0, 12, 'LOC')
LORCAN GROVE	(0, 12, 'LOC')
LORCAN O'TOOLE PARK	(0, 19, 'LOC')
LORCAN O'TOOLE PARK	(0, 19, 'LOC')
LORCAN PARK	(0, 11, 'LOC')
LORCAN ROAD	(0, 11, 'LOC')
LORCAN VILLAS	(0, 13, 'LOC')
LORD EDWARD STREET	(0, 18, 'LOC')
LORD MAYORS WALK	(0, 16, 'LOC')
LORETO ROAD	(0, 11, 'LOC')
LOTTS	(0, 5, 'LOC')
LOUGH CONN AVENUE	(0, 17, 'LOC')
LOUGH CONN DRIVE	(0, 16, 'LOC')
LOUGH CONN ROAD	(0, 15, 'LOC')
LOUGH CONN TERRACE	(0, 18, 'LOC')
LOUGH DERG ROAD	(0, 15, 'LOC')
LOUIS LANE	(0, 10, 'LOC')
LOURDES ROAD	(0, 12, 'LOC')
LOVE LANE EAST	(0, 14, 'LOC')
LOVE LANE NORTH	(0, 15, 'LOC')
LUBY ROAD	(0, 9, 'LOC')
LUCAN ROAD	(0, 10, 'LOC')
LUKE KELLY BRIDGE	(0, 17, 'LOC')
LUKE STREET	(0, 11, 'LOC')
LULLYMORE TERRACE	(0, 17, 'LOC')
LURGAN STREET	(0, 13, 'LOC')
LYNCH'S PLACE	(0, 13, 'LOC')
"LYNCH'S LANE
LYNCH'S LANE, 
LYNCH'S LANE, 
LYNCH'S LANE, 
Lynchs Lane"	(0, 73, 'LOC')
"LYNCH'S LANE
LYNCH'S LANE, 
LYNCH'S LANE, 
LYNCH'S LANE, 
Lynchs Lane"	(0, 73, 'LOC')
LYNDON GATE	(0, 11, 'LOC')
MABBOT LANE	(0, 11, 'LOC')
MABEL STREET	(0, 12, 'LOC')
MC MORROUGH ROAD	(0, 16, 'LOC')
MACKEN STREET	(0, 13, 'LOC')
MACKEN STREET	(0, 13, 'LOC')
MACKIES PLACE	(0, 13, 'LOC')
MACROOM AVENUE	(0, 14, 'LOC')
MACROOM ROAD	(0, 12, 'LOC')
MACROOM ROAD	(0, 12, 'LOC')
MADISON ROAD	(0, 12, 'LOC')
MAGENNIS PLACE	(0, 14, 'LOC')
MAGENNIS PLACE	(0, 14, 'LOC')
MAGENNIS SQUARE	(0, 15, 'LOC')
MAGENTA CRESCENT	(0, 16, 'LOC')
MAGENTA HALL	(0, 12, 'LOC')
MAIDEN ROW	(0, 10, 'LOC')
MAIN STREET	(0, 11, 'LOC')
MAIN STREET	(0, 11, 'LOC')
MALACHI PLACE	(0, 13, 'LOC')
MALACHI ROAD	(0, 12, 'LOC')
MALAHIDE ROAD	(0, 13, 'LOC')
OLD MALAHIDE ROAD	(0, 17, 'LOC')
OLD MALAHIDE ROAD	(0, 17, 'LOC')
MALLIN AVENUE	(0, 13, 'LOC')
GROVE AVENUE	(0, 12, 'LOC')
MALONE GARDENS	(0, 14, 'LOC')
MALPAS PLACE	(0, 12, 'LOC')
MALPAS STREET	(0, 13, 'LOC')
MALPAS TERRACE	(0, 14, 'LOC')
MANDERS TERRACE	(0, 15, 'LOC')
MANGERTON ROAD	(0, 14, 'LOC')
MANNIX ROAD	(0, 11, 'LOC')
MANOR DRIVE	(0, 11, 'LOC')
MANOR PLACE	(0, 11, 'LOC')
MANOR STREET	(0, 12, 'LOC')
MAOLBUILLE ROAD	(0, 15, 'LOC')
MAPLE DRIVE	(0, 11, 'LOC')
MAQUAY BRIDGE	(0, 13, 'LOC')
MARGARET PLACE	(0, 14, 'LOC')
MARGUERITE ROAD	(0, 15, 'LOC')
MARIGOLD AVENUE	(0, 15, 'LOC')
MARIGOLD COURT	(0, 14, 'LOC')
MARIGOLD CRESCENT	(0, 17, 'LOC')
MARIGOLD GROVE	(0, 14, 'LOC')
MARIGOLD PARK	(0, 13, 'LOC')
MARIGOLD ROAD	(0, 13, 'LOC')
MARINE DRIVE	(0, 12, 'LOC')
MARINO AVENUE	(0, 13, 'LOC')
MARINO COURT	(0, 12, 'LOC')
MARINO CRESCENT	(0, 15, 'LOC')
MARINO GREEN	(0, 12, 'LOC')
MARINO MART	(0, 11, 'LOC')
MARINO PARK	(0, 11, 'LOC')
MARINO PARK	(0, 11, 'LOC')
MARINO PARK AVENUE	(0, 18, 'LOC')
MARION VILLAS	(0, 13, 'LOC')
MARK STREET	(0, 11, 'LOC')
MARK STREET	(0, 11, 'LOC')
MARKET STREET SOUTH	(0, 19, 'LOC')
MARK'S ALLEY WEST	(0, 17, 'LOC')
MARK'S LANE	(0, 11, 'LOC')
MARLBOROUGH CLOSE	(0, 17, 'LOC')
MARLBOROUGH LANE	(0, 16, 'LOC')
MARLBOROUGH MEWS	(0, 16, 'LOC')
MARLBOROUGH PLACE	(0, 17, 'LOC')
MARLBOROUGH ROAD	(0, 16, 'LOC')
MARLBOROUGH ROAD	(0, 16, 'LOC')
MARLBOROUGH STREET	(0, 18, 'LOC')
MARLBOROUGH STREET	(0, 18, 'LOC')
MARMION COURT	(0, 13, 'LOC')
MARNE VILLAS	(0, 12, 'LOC')
MARROWBONE LANE	(0, 15, 'LOC')
MARROWBONE LANE CLOSE	(0, 21, 'LOC')
MARSHAL LANE	(0, 12, 'LOC')
MARSHALSEA LANE	(0, 15, 'LOC')
MARTELLO WOOD	(0, 13, 'LOC')
MARTIN SAVAGE PARK	(0, 18, 'LOC')
MARTIN STREET	(0, 13, 'LOC')
MARTIN'S ROW	(0, 12, 'LOC')
MARY STREET	(0, 11, 'LOC')
MARY STREET LITTLE	(0, 18, 'LOC')
MARYFIELD AVENUE	(0, 16, 'LOC')
MARYFIELD CRESCENT	(0, 18, 'LOC')
MARYFIELD DRIVE	(0, 15, 'LOC')
MARYFIELD WOODS	(0, 15, 'LOC')
MARY'S ABBEY	(0, 12, 'LOC')
MARY'S LANE	(0, 11, 'LOC')
MARYVILLE ROAD	(0, 14, 'LOC')
MASK AVENUE	(0, 11, 'LOC')
MASK CRESCENT	(0, 13, 'LOC')
MASK DRIVE	(0, 10, 'LOC')
MASK GREEN	(0, 10, 'LOC')
MASK ROAD	(0, 9, 'LOC')
MATT TALBOT MEMORIAL BRIDGE	(0, 27, 'LOC')
MAUNSELL PLACE	(0, 14, 'LOC')
MAXWELL COURT	(0, 13, 'LOC')
MAXWELL LANE	(0, 12, 'LOC')
MAXWELL ROAD	(0, 12, 'LOC')
MAXWELL STREET	(0, 14, 'LOC')
MAY LANE	(0, 8, 'LOC')
MAY LANE	(0, 8, 'LOC')
MAY STREET	(0, 10, 'LOC')
MAYFIELD ROAD	(0, 13, 'LOC')
MAYFIELD ROAD	(0, 13, 'LOC')
MAYFIELD ROAD EAST	(0, 18, 'LOC')
MAYOR STREET LOWER	(0, 18, 'LOC')
MAYOR STREET UPPER	(0, 18, 'LOC')
MAYOR STREET UPPER	(0, 18, 'LOC')
MAYWOOD AVENUE	(0, 14, 'LOC')
MAYWOOD CLOSE	(0, 13, 'LOC')
MAYWOOD CRESCENT	(0, 16, 'LOC')
MAYWOOD DRIVE	(0, 13, 'LOC')
MAYWOOD GROVE	(0, 13, 'LOC')
MAYWOOD LAWN	(0, 12, 'LOC')
MAYWOOD PARK	(0, 12, 'LOC')
MAYWOOD ROAD	(0, 12, 'LOC')
MC AULEY AVENUE	(0, 15, 'LOC')
MC AULEY DRIVE	(0, 14, 'LOC')
MC AULEY PARK	(0, 13, 'LOC')
MC AULEY PARK	(0, 13, 'LOC')
MC AULEY ROAD	(0, 13, 'LOC')
MC AULEY ROAD	(0, 13, 'LOC')
SAINT PETER'S AVENUE	(0, 20, 'LOC')
MC DOWELL AVENUE	(0, 16, 'LOC')
MC DOWELL AVENUE	(0, 16, 'LOC')
MCGUINNESS COTTAGES	(0, 19, 'LOC')
MCKEE AVENUE	(0, 12, 'LOC')
MCKEE AVENUE	(0, 12, 'LOC')
MCKEE PARK	(0, 10, 'LOC')
MC KEE ROAD	(0, 11, 'LOC')
MC KEE ROAD	(0, 11, 'LOC')
MC KELVEY AVENUE	(0, 16, 'LOC')
MC KELVEY AVENUE	(0, 16, 'LOC')
MC KELVEY ROAD	(0, 14, 'LOC')
MC KENNY BRIDGE	(0, 15, 'LOC')
MC MAHON STREET	(0, 15, 'LOC')
MEADE'S TERRACE	(0, 15, 'LOC')
MEADOWBANK	(0, 10, 'LOC')
MEADOWBANK	(0, 10, 'LOC')
MEATH MARKET	(0, 12, 'LOC')
MEATH PLACE	(0, 11, 'LOC')
MEATH SQUARE	(0, 12, 'LOC')
MEATH STREET	(0, 12, 'LOC')
MEETING HOUSE SQUARE	(0, 20, 'LOC')
MEETINGHOUSE LANE	(0, 17, 'LOC')
MELLOWES AVENUE	(0, 15, 'LOC')
MELLOWES BRIDGE	(0, 15, 'LOC')
MELLOWES CRESCENT	(0, 17, 'LOC')
MELLOWES PARK	(0, 13, 'LOC')
MELLOWES COURT	(0, 14, 'LOC')
MELLOWES ROAD	(0, 13, 'LOC')
MELROSE AVENUE	(0, 14, 'LOC')
MELVIN ROAD	(0, 11, 'LOC')
MEMORIAL ROAD	(0, 13, 'LOC')
MEMORIAL ROAD	(0, 13, 'LOC')
MERCER STREET LOWER	(0, 19, 'LOC')
MERCER STREET UPPER	(0, 19, 'LOC')
MERCHANT'S ARCH	(0, 15, 'LOC')
MERCHANTS QUAY	(0, 14, 'LOC')
MERCHANTS ROAD	(0, 14, 'LOC')
MERLYN DRIVE	(0, 12, 'LOC')
MERLYN PARK	(0, 11, 'LOC')
MERLYN ROAD	(0, 11, 'LOC')
MERRION CLOSE	(0, 13, 'LOC')
MERRION COURT	(0, 13, 'LOC')
MERRION PLACE	(0, 13, 'LOC')
MERRION ROAD	(0, 12, 'LOC')
MERRION ROAD	(0, 12, 'LOC')
MERRION ROW	(0, 11, 'LOC')
MERRION SQUARE EAST	(0, 19, 'LOC')
MERRION SQUARE NORTH	(0, 20, 'LOC')
MERRION SQUARE SOUTH	(0, 20, 'LOC')
MERRION SQUARE WEST	(0, 19, 'LOC')
MERRION STRAND	(0, 14, 'LOC')
MERRION STREET LOWER	(0, 20, 'LOC')
MERRION STREET UPPER	(0, 20, 'LOC')
MERRION VIEW AVENUE	(0, 19, 'LOC')
MERRION VILLAGE	(0, 15, 'LOC')
MERTON AVENUE	(0, 13, 'LOC')
MERTON AVENUE	(0, 13, 'LOC')
MERTON DRIVE	(0, 12, 'LOC')
MERTON DRIVE	(0, 12, 'LOC')
MERTON PARK	(0, 11, 'LOC')
MERTON ROAD	(0, 11, 'LOC')
MERTON ROAD	(0, 11, 'LOC')
MERVILLE AVENUE	(0, 15, 'LOC')
MESPIL ROAD	(0, 11, 'LOC')
MIDDLE THIRD	(0, 12, 'LOC')
MIDDLE THIRD	(0, 12, 'LOC')
MILITARY ROAD	(0, 13, 'LOC')
MILITARY ROAD	(0, 13, 'LOC')
MILL LANE	(0, 9, 'LOC')
MILL STREET	(0, 11, 'LOC')
MILLBOURNE AVENUE	(0, 17, 'LOC')
MILLBROOK AVENUE	(0, 16, 'LOC')
MILLBROOK DRIVE	(0, 15, 'LOC')
MILLBROOK GROVE	(0, 15, 'LOC')
MILLBROOK ROAD	(0, 14, 'LOC')
MILLBROOK ROAD	(0, 14, 'LOC')
MILLBROOK TERRACE	(0, 17, 'LOC')
MILLMOUNT AVENUE	(0, 16, 'LOC')
MILLMOUNT AVENUE	(0, 16, 'LOC')
MILLMOUNT PLACE	(0, 15, 'LOC')
MILLMOUNT TERRACE	(0, 17, 'LOC')
MILLMOUNT VILLAS	(0, 16, 'LOC')
MILLROSE ESTATE	(0, 15, 'LOC')
MILLTOWN PATH	(0, 13, 'LOC')
MILLTOWN ROAD	(0, 13, 'LOC')
MILLTOWN ROAD	(0, 13, 'LOC')
MILLWOOD COURT	(0, 14, 'LOC')
MILLWOOD PARK	(0, 13, 'LOC')
MILLWOOD VILLAS	(0, 15, 'LOC')
MISERY HILL	(0, 11, 'LOC')
MOATFIELD AVENUE	(0, 16, 'LOC')
MOATFIELD PARK	(0, 14, 'LOC')
MOATFIELD ROAD	(0, 14, 'LOC')
MOATVIEW AVENUE	(0, 15, 'LOC')
MOATVIEW AVENUE	(0, 15, 'LOC')
MOATVIEW COURT	(0, 14, 'LOC')
MOATVIEW DRIVE	(0, 14, 'LOC')
MOATVIEW DRIVE	(0, 14, 'LOC')
MOATVIEW GARDENS	(0, 16, 'LOC')
MOATVIEW GARDENS	(0, 16, 'LOC')
MOBHI COURT	(0, 11, 'LOC')
MOERAN ROAD	(0, 11, 'LOC')
MOIRA ROAD	(0, 10, 'LOC')
MOLAND PLACE	(0, 12, 'LOC')
MOLESWORTH PLACE	(0, 16, 'LOC')
MOLESWORTH STREET	(0, 17, 'LOC')
MOLYNEUX YARD	(0, 13, 'LOC')
MONASTERBOICE ROAD	(0, 18, 'LOC')
MONCK PLACE	(0, 11, 'LOC')
MONTAGUE COURT	(0, 14, 'LOC')
MONTAGUE LANE	(0, 13, 'LOC')
MONTAGUE PLACE	(0, 14, 'LOC')
MONTAGUE STREET	(0, 15, 'LOC')
MONTPELIER DRIVE	(0, 16, 'LOC')
MONTPELIER GARDENS	(0, 18, 'LOC')
MONTPELIER HILL	(0, 15, 'LOC')
MONTPELIER PARK	(0, 15, 'LOC')
MONTROSE AVENUE	(0, 15, 'LOC')
MONTROSE CLOSE	(0, 14, 'LOC')
MONTROSE COURT	(0, 14, 'LOC')
MONTROSE CRESCENT	(0, 17, 'LOC')
MONTROSE DRIVE	(0, 14, 'LOC')
MONTROSE GROVE	(0, 14, 'LOC')
MONTROSE PARK	(0, 13, 'LOC')
MOORE LANE	(0, 10, 'LOC')
MOORE STREET	(0, 12, 'LOC')
MOREHAMPTON LANE	(0, 16, 'LOC')
MOREHAMPTON ROAD	(0, 16, 'LOC')
MOREHAMPTON TERRACE	(0, 19, 'LOC')
MORGAN PLACE	(0, 12, 'LOC')
MORNING STAR AVENUE	(0, 19, 'LOC')
MORNING STAR ROAD	(0, 17, 'LOC')
MORNINGTON GROVE	(0, 16, 'LOC')
MORNINGTON ROAD	(0, 15, 'LOC')
MORNINGTON ROAD	(0, 15, 'LOC')
MORROGH TERRACE	(0, 15, 'LOC')
MOSS STREET	(0, 11, 'LOC')
MOUNT ARGUS AVENUE	(0, 18, 'LOC')
MOUNT ARGUS CLOSE	(0, 17, 'LOC')
MOUNT ARGUS COURT	(0, 17, 'LOC')
MOUNT ARGUS CRESCENT	(0, 20, 'LOC')
MOUNT ARGUS GREEN	(0, 17, 'LOC')
MOUNT ARGUS GROVE	(0, 17, 'LOC')
MOUNT ARGUS PARK	(0, 16, 'LOC')
MOUNT ARGUS ROAD	(0, 16, 'LOC')
MOUNT ARGUS TERRACE	(0, 19, 'LOC')
MOUNT ARGUS VIEW	(0, 16, 'LOC')
MOUNT ARGUS WAY	(0, 15, 'LOC')
MOUNT BROWN	(0, 11, 'LOC')
MOUNT DILLON COURT	(0, 18, 'LOC')
MOUNT DRUMMOND AVENUE	(0, 21, 'LOC')
MOUNT DRUMMOND COURT	(0, 20, 'LOC')
MOUNT DRUMMOND SQUARE	(0, 21, 'LOC')
MOUNT EDEN ROAD	(0, 15, 'LOC')
MOUNT OLIVE GROVE	(0, 17, 'LOC')
MOUNT OLIVE PARK	(0, 16, 'LOC')
MOUNT OLIVE ROAD	(0, 16, 'LOC')
MOUNT PROSPECT AVENUE	(0, 21, 'LOC')
MOUNT PROSPECT AVENUE	(0, 21, 'LOC')
MOUNT PROSPECT DRIVE	(0, 20, 'LOC')
MOUNT PROSPECT GROVE	(0, 20, 'LOC')
MOUNT PROSPECT LAWNS	(0, 20, 'LOC')
MOUNT PROSPECT PARK	(0, 19, 'LOC')
MOUNT STREET CRESCENT	(0, 21, 'LOC')
MOUNT STREET LOWER	(0, 18, 'LOC')
MOUNT STREET UPPER	(0, 18, 'LOC')
MOUNT TALLANT AVENUE	(0, 20, 'LOC')
MOUNT TALLANT AVENUE	(0, 20, 'LOC')
MOUNT TEMPLE ROAD	(0, 17, 'LOC')
MOUNTAIN VIEW AVENUE	(0, 20, 'LOC')
MOUNTAIN VIEW ROAD	(0, 18, 'LOC')
RUTLAND COURT	(0, 13, 'LOC')
MOUNTJOY LANE	(0, 13, 'LOC')
MOUNTJOY PARADE	(0, 15, 'LOC')
MOUNTJOY PLACE	(0, 14, 'LOC')
MOUNTJOY SQUARE EAST	(0, 20, 'LOC')
MOUNTJOY SQUARE NORTH	(0, 21, 'LOC')
MOUNTJOY SQUARE SOUTH	(0, 21, 'LOC')
MOUNTJOY SQUARE WEST	(0, 20, 'LOC')
MOUNTJOY STREET	(0, 15, 'LOC')
MOUNTJOY STREET MIDDLE	(0, 22, 'LOC')
MOUNTPLEASANT AVENUE LOWER	(0, 26, 'LOC')
MOUNTPLEASANT AVENUE UPPER	(0, 26, 'LOC')
OLD MOUNT PLEASANT	(0, 18, 'LOC')
MOUNTPLEASANT PARADE	(0, 20, 'LOC')
MOUNTPLEASANT PLACE	(0, 19, 'LOC')
MOUNTPLEASANT PLACE	(0, 19, 'LOC')
MOUNTPLEASANT SQUARE	(0, 20, 'LOC')
MOUNTPLEASANT TERRACE	(0, 21, 'LOC')
MOUNTPLEASANT VILLAS	(0, 20, 'LOC')
MOUNTSHANNON ROAD	(0, 17, 'LOC')
MOURNE ROAD	(0, 11, 'LOC')
MOURNE ROAD	(0, 11, 'LOC')
MOURNE ROAD	(0, 11, 'LOC')
MOYCULLEN ROAD	(0, 14, 'LOC')
